QSPY 6.9.2 Copyright (c) 2005-2020 Quantum Leaps
Documentation: https://www.state-machine.com/qtools/qspy.html
===RTC===> St-Entry Obj=Philo::inst[4],State=Philo::thinking
3483524177 ===>Tran Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3483524187 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3483524201 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3483524406 PHILO_STAT 4 thinking
3483524416 MP-Get   Obj=EvtPool1,Free=8,Min=7
3483524430 QF-New   Sig=EAT_SIG,Size=6
3483524440 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3483524454 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3483524469 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3483524487 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3483524497 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3483524511 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3483524525 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3483524569 PHILO_STAT 3 eating  
3483524578 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3483524588 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3483524608 MP-Put   Obj=EvtPool1,Free=9
3483524622 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3483524632 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::thinking
3483524650 =>Intern Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::thinking
3483524669 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3483524683 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3483524693 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry
3483524711 TE0-Arm  Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3],Tim=128,Int=0
===RTC===> St-Entry Obj=Philo::inst[3],State=Philo::eating
3483524721 ===>Tran Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3483524735 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3483524750 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3483524759 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::thinking
3483524774 =>Intern Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::thinking
3483524788 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3483524802 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3483524816 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::eating
3483524826 =>Intern Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::eating
3483524840 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3483524849 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3483524859 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3483524874 =>Ignore Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3483524884 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3483524898 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
3487976576 TE0-Post Obj=Philo::inst[2].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[2]
3487976604 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3487977269 AO-GetL  Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3487977311 Disp===> Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::thinking
3487977359 TE0-DisA Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
===RTC===> St-Exit  Obj=Philo::inst[2],State=Philo::thinking
3487977378 MP-Get   Obj=EvtPool1,Free=9,Min=7
3487977402 QF-New   Sig=HUNGRY_SIG,Size=6
3487977427 AO-Post  Sdr=Philo::inst[2],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[2],State=Philo::hungry
3487977446 ===>Tran Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3487977465 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3487977479 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3487977898 PHILO_STAT 2 hungry  
3487977908 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3487977927 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3487977941 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
3495967557 TE0-Post Obj=Philo::inst[4].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[4]
3495967585 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3495968223 AO-GetL  Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3495968251 Disp===> Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::thinking
3495968279 TE0-DisA Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
===RTC===> St-Exit  Obj=Philo::inst[4],State=Philo::thinking
3495968308 MP-Get   Obj=EvtPool1,Free=9,Min=7
3495968323 QF-New   Sig=HUNGRY_SIG,Size=6
3495968346 AO-Post  Sdr=Philo::inst[4],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[4],State=Philo::hungry
3495968365 ===>Tran Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3495968388 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3495968398 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3495968718 PHILO_STAT 4 hungry  
3495968742 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3495968761 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3495968776 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
3496473849 TE0-Post Obj=Philo::inst[3].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[3]
3496473873 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3496474332 AO-GetL  Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3496474356 Disp===> Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::eating
3496474385 MP-Get   Obj=EvtPool1,Free=9,Min=7
3496474404 QF-New   Sig=DONE_SIG,Size=6
3496474418 QF-Pub   Sdr=Philo::inst[3],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3496474437 AO-Post  Sdr=Philo::inst[3],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3496474455 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3496474469 TE0-DisA Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
===RTC===> St-Exit  Obj=Philo::inst[3],State=Philo::eating
3496474488 TE0-Arm  Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3],Tim=53,Int=0
===RTC===> St-Entry Obj=Philo::inst[3],State=Philo::thinking
3496474507 ===>Tran Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3496474526 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3496474535 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3496474859 PHILO_STAT 3 thinking
3496474878 MP-Get   Obj=EvtPool1,Free=8,Min=7
3496474893 QF-New   Sig=EAT_SIG,Size=6
3496474907 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3496474925 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3496474939 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3496474954 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3496474969 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3496474983 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3496474993 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3496475026 PHILO_STAT 4 eating  
3496475046 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3496475060 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3496475069 MP-Put   Obj=EvtPool1,Free=9
3496475089 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3496475098 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry
3496475118 TE0-Arm  Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4],Tim=148,Int=0
===RTC===> St-Entry Obj=Philo::inst[4],State=Philo::eating
3496475136 ===>Tran Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3496475155 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3496475174 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3496475188 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3496475203 =>Intern Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3496475217 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3496475236 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3496475254 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry
3496475268 =>Ignore Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry
3496475283 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3496475298 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3496475312 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::eating
3496475331 =>Intern Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::eating
3496475346 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3496475356 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3496475370 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3496475389 =>Ignore Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3496475403 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3496475427 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1]
3499807919 TE0-Post Obj=Philo::inst[1].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[1]
3499807948 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[1],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3499808168 AO-GetL  Obj=Philo::inst[1],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3499808191 Disp===> Obj=Philo::inst[1],Sig=TIMEOUT_SIG,State=Philo::eating
3499808219 MP-Get   Obj=EvtPool1,Free=9,Min=7
3499808233 QF-New   Sig=DONE_SIG,Size=6
3499808253 QF-Pub   Sdr=Philo::inst[1],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3499808272 AO-Post  Sdr=Philo::inst[1],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3499808291 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3499808305 TE0-DisA Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1]
===RTC===> St-Exit  Obj=Philo::inst[1],State=Philo::eating
3499808324 TE0-Arm  Obj=Philo::inst[1].m_timeEvt,AO=Philo::inst[1],Tim=136,Int=0
===RTC===> St-Entry Obj=Philo::inst[1],State=Philo::thinking
3499808343 ===>Tran Obj=Philo::inst[1],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3499808358 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3499808372 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3499808596 PHILO_STAT 1 thinking
3499808615 MP-Get   Obj=EvtPool1,Free=8,Min=7
3499808629 QF-New   Sig=EAT_SIG,Size=6
3499808644 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3499808658 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3499808677 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3499808686 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3499808706 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3499808720 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3499808735 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3499808774 PHILO_STAT 2 eating  
3499808788 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3499808807 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3499808821 MP-Put   Obj=EvtPool1,Free=9
3499808835 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3499808849 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::eating
3499808863 =>Intern Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::eating
3499808877 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3499808891 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3499808905 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3499808920 =>Intern Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::thinking
3499808934 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3499808944 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3499808957 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry
3499808976 TE0-Arm  Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2],Tim=130,Int=0
===RTC===> St-Entry Obj=Philo::inst[2],State=Philo::eating
3499809000 ===>Tran Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3499809014 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3499809028 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3499809043 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3499809062 =>Intern Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3499809076 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3499809091 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3499809106 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3499809120 =>Ignore Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3499809134 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3499809148 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
3501830392 TE0-Post Obj=Philo::inst[3].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[3]
3501830420 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3501831011 AO-GetL  Obj=Philo::inst[3],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3501831040 Disp===> Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::thinking
3501831073 TE0-DisA Obj=Philo::inst[3].m_timeEvt,AO=Philo::inst[3]
===RTC===> St-Exit  Obj=Philo::inst[3],State=Philo::thinking
3501831097 MP-Get   Obj=EvtPool1,Free=9,Min=7
3501831117 QF-New   Sig=HUNGRY_SIG,Size=6
3501831136 AO-Post  Sdr=Philo::inst[3],Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>,Que<Free=5,Min=5>
===RTC===> St-Entry Obj=Philo::inst[3],State=Philo::hungry
3501831161 ===>Tran Obj=Philo::inst[3],Sig=TIMEOUT_SIG,State=Philo::thinking->Philo::hungry
3501831180 AO-GetL  Obj=Table::inst,Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3501831194 Disp===> Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3501831516 PHILO_STAT 3 hungry  
3501831535 =>Intern Obj=Table::inst,Sig=HUNGRY_SIG,State=Table::serving
3501831554 QF-gc    Evt<Sig=HUNGRY_SIG,Pool=1,Ref=1>
3501831573 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
3511433498 TE0-Post Obj=Philo::inst[4].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[4]
3511433533 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3511433832 AO-GetL  Obj=Philo::inst[4],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3511433856 Disp===> Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::eating
3511433899 MP-Get   Obj=EvtPool1,Free=9,Min=7
3511433913 QF-New   Sig=DONE_SIG,Size=6
3511433936 QF-Pub   Sdr=Philo::inst[4],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3511433965 AO-Post  Sdr=Philo::inst[4],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3511433989 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3511434008 TE0-DisA Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4]
===RTC===> St-Exit  Obj=Philo::inst[4],State=Philo::eating
3511434037 TE0-Arm  Obj=Philo::inst[4].m_timeEvt,AO=Philo::inst[4],Tim=50,Int=0
===RTC===> St-Entry Obj=Philo::inst[4],State=Philo::thinking
3511434061 ===>Tran Obj=Philo::inst[4],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3511434085 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3511434100 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3511434420 PHILO_STAT 4 thinking
3511434443 MP-Get   Obj=EvtPool1,Free=8,Min=7
3511434457 QF-New   Sig=EAT_SIG,Size=6
3511434471 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3511434494 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3511434514 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3511434533 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3511434552 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3511434571 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3511434594 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3511434662 PHILO_STAT 0 eating  
3511434682 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3511434701 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3511434715 MP-Put   Obj=EvtPool1,Free=9
3511434734 AO-GetL  Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3511435335 Disp===> Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::thinking
3511435354 =>Intern Obj=Philo::inst[4],Sig=EAT_SIG,State=Philo::thinking
3511435373 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=5>
3511435397 AO-GetL  Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3511435416 Disp===> Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry
===RTC===> St-Unhnd Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry
3511435439 =>Ignore Obj=Philo::inst[3],Sig=EAT_SIG,State=Philo::hungry
3511435457 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=4>
3511435471 AO-GetL  Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3511435490 Disp===> Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::eating
3511435510 =>Intern Obj=Philo::inst[2],Sig=EAT_SIG,State=Philo::eating
3511435524 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=3>
3511435543 AO-GetL  Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3511435557 Disp===> Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3511435576 =>Intern Obj=Philo::inst[1],Sig=EAT_SIG,State=Philo::thinking
3511435594 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=2>
3511435609 AO-GetL  Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3511435629 Disp===> Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry
3511435657 TE0-Arm  Obj=Philo::inst[0].m_timeEvt,AO=Philo::inst[0],Tim=178,Int=0
===RTC===> St-Entry Obj=Philo::inst[0],State=Philo::eating
3511435676 ===>Tran Obj=Philo::inst[0],Sig=EAT_SIG,State=Philo::hungry->Philo::eating
3511435691 QF-gc    Evt<Sig=EAT_SIG,Pool=1,Ref=1>
3511435710 MP-Put   Obj=EvtPool1,Free=10
           TE0-ADis Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
3512951106 TE0-Post Obj=Philo::inst[2].m_timeEvt,Sig=TIMEOUT_SIG,AO=Philo::inst[2]
3512951130 AO-Post  Sdr=l_clock_tick,Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>,Que<Free=5,Min=4>
3512951333 AO-GetL  Obj=Philo::inst[2],Evt<Sig=TIMEOUT_SIG,Pool=0,Ref=0>
3512951348 Disp===> Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::eating
3512951381 MP-Get   Obj=EvtPool1,Free=9,Min=7
3512951395 QF-New   Sig=DONE_SIG,Size=6
3512951409 QF-Pub   Sdr=Philo::inst[2],Evt<Sig=DONE_SIG,Pool=1,Ref=0>
3512951428 AO-Post  Sdr=Philo::inst[2],Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=2>,Que<Free=5,Min=5>
3512951443 QF-gcA   Evt<Sig=DONE_SIG,Pool=1,Ref=2>
3512951457 TE0-DisA Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2]
===RTC===> St-Exit  Obj=Philo::inst[2],State=Philo::eating
3512951476 TE0-Arm  Obj=Philo::inst[2].m_timeEvt,AO=Philo::inst[2],Tim=86,Int=0
===RTC===> St-Entry Obj=Philo::inst[2],State=Philo::thinking
3512951496 ===>Tran Obj=Philo::inst[2],Sig=TIMEOUT_SIG,State=Philo::eating->Philo::thinking
3512951510 AO-GetL  Obj=Table::inst,Evt<Sig=DONE_SIG,Pool=1,Ref=1>
3512951524 Disp===> Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3512951757 PHILO_STAT 2 thinking
3512951777 MP-Get   Obj=EvtPool1,Free=8,Min=7
3512951791 QF-New   Sig=EAT_SIG,Size=6
3512951805 QF-Pub   Sdr=Table::inst,Evt<Sig=EAT_SIG,Pool=1,Ref=0>
3512951820 AO-Post  Sdr=Table::inst,Obj=Philo::inst[4],Evt<Sig=EAT_SIG,Pool=1,Ref=2>,Que<Free=5,Min=4>
3512951839 AO-Post  Sdr=Table::inst,Obj=Philo::inst[3],Evt<Sig=EAT_SIG,Pool=1,Ref=3>,Que<Free=5,Min=4>
3512951858 AO-Post  Sdr=Table::inst,Obj=Philo::inst[2],Evt<Sig=EAT_SIG,Pool=1,Ref=4>,Que<Free=5,Min=4>
3512951873 AO-Post  Sdr=Table::inst,Obj=Philo::inst[1],Evt<Sig=EAT_SIG,Pool=1,Ref=5>,Que<Free=5,Min=4>
3512951887 AO-Post  Sdr=Table::inst,Obj=Philo::inst[0],Evt<Sig=EAT_SIG,Pool=1,Ref=6>,Que<Free=5,Min=4>
3512951906 QF-gcA   Evt<Sig=EAT_SIG,Pool=1,Ref=6>
3512951949 PHILO_STAT 3 eating  
3512951968 =>Intern Obj=Table::inst,Sig=DONE_SIG,State=Table::serving
3512951986 QF-gc    Evt<Sig=DONE_SIG,Pool=1,Ref=1>
